CLAVE CT,NOM TURNO,NOMBRE CT,DOMICILIO,LOCALIDAD INEGI, NOMBRE LOCALIDAD,COLONIA,NOMBRE COLONIA,MUNICIPIO CLAVE INEGI,NOMBRE MUNICIPIO,SOSTENIMIENTO,NIVEL,PROGRAMA,DESERCIÓN INTRACURRICULAR,REPROBACIÓN,REPROBACIÓN  CON REGULARIZADOS,EFICIENCIA TERMINAL
14DJN5381P,MATUTINO,BENITO JUAREZ,CONOCIDO,154,PUEBLO VIEJO,0,0,124,ZAPOTLANEJO,FEDERALIZADO,PREESCOLAR,GENERAL,N.A.,N.A.,N.A.,N.A.
14DJN5383N,MATUTINO,AGUSTIN MELGAR,CONOCIDO,229,EL TORQUE (EL AGOSTADERO),0,0,73,SAN JUAN DE LOS LAGOS,FEDERALIZADO,PREESCOLAR,GENERAL,N.A.,N.A.,N.A.,N.A.
14DJN5386K,MATUTINO,ROSARIO CASTELLANOS,CONOCIDO,50,EL LLANO DE PLASCENCIA,0,0,29,CUQUIO,FEDERALIZADO,PREESCOLAR,GENERAL,N.A.,N.A.,N.A.,N.A.
14DJN5387J,MATUTINO,VICENTE SUAREZ,CONOCIDO,101,EL TEPOZAN,0,0,29,CUQUIO,FEDERALIZADO,PREESCOLAR,GENERAL,N.A.,N.A.,N.A.,N.A.
14DJN5389H,MATUTINO,AGUSTIN MELGAR,CONOCIDO,66,OJO DE AGUA COLORADA (OJO DE AGUA),0,0,29,CUQUIO,FEDERALIZADO,PREESCOLAR,GENERAL,N.A.,N.A.,N.A.,N.A.
14DJN5394T,MATUTINO,MANUEL ACUÑA,CONOCIDO,50,EL JAG_EY,0,0,45,IXTLAHUACAN DEL RIO,FEDERALIZADO,PREESCOLAR,GENERAL,N.A.,N.A.,N.A.,N.A.
14DJN5395S,MATUTINO,GABRIELA MISTRAL,CONOCIDO,81,LA PEÑA (LA PEÑA DE SAN RAFAEL),0,0,45,IXTLAHUACAN DEL RIO,FEDERALIZADO,PREESCOLAR,GENERAL,N.A.,N.A.,N.A.,N.A.
14DJN5396R,MATUTINO,EMILIO SALGARI,CONOCIDO,126,SAN AGUSTIN,0,0,48,JESUS MARIA,FEDERALIZADO,PREESCOLAR,GENERAL,N.A.,N.A.,N.A.,N.A.
14DJN5399O,MATUTINO,MANUEL M FLORES,CONOCIDO,101,EL POTRERILLO,0,0,118,YAHUALICA DE GONZALEZ GALLO,FEDERALIZADO,PREESCOLAR,GENERAL,N.A.,N.A.,N.A.,N.A.
14DJN5405I,MATUTINO,ENRIQUE GONZALEZ MARTINEZ,CONOCIDO,49,LA ESTANCIA,0,0,118,YAHUALICA DE GONZALEZ GALLO,FEDERALIZADO,PREESCOLAR,GENERAL,N.A.,N.A.,N.A.,N.A.
14DJN5408F,MATUTINO,JAIME TORRES BODET,CONOCIDO,371,LA MANGA,0,0,93,TEPATITLAN DE MORELOS,FEDERALIZADO,PREESCOLAR,GENERAL,N.A.,N.A.,N.A.,N.A.
14DJN5411T,MATUTINO,LUIS SPOTA,CONOCIDO,118,EL SALTO VERDE,0,0,118,YAHUALICA DE GONZALEZ GALLO,FEDERALIZADO,PREESCOLAR,GENERAL,N.A.,N.A.,N.A.,N.A.
14DJN5412S,MATUTINO,XAVIER VILLAURRUTIA,CONOCIDO,137,EL TULILLO,0,0,118,YAHUALICA DE GONZALEZ GALLO,FEDERALIZADO,PREESCOLAR,GENERAL,N.A.,N.A.,N.A.,N.A.
14DJN5413R,VESPERTINO,CARLOS FUENTES,CONOCIDO,68,LOS LLANITOS,0,0,118,YAHUALICA DE GONZALEZ GALLO,FEDERALIZADO,PREESCOLAR,GENERAL,N.A.,N.A.,N.A.,N.A.
14DJN5414Q,MATUTINO,MANUEL GUTIERREZ NAJERA,CONOCIDO,808,EL POCHOTE,0,0,93,TEPATITLAN DE MORELOS,FEDERALIZADO,PREESCOLAR,GENERAL,N.A.,N.A.,N.A.,N.A.
14DJN5415P,MATUTINO,LUIS GONZAGA URBINA,CONOCIDO,166,LA LOMA,0,0,93,TEPATITLAN DE MORELOS,FEDERALIZADO,PREESCOLAR,GENERAL,N.A.,N.A.,N.A.,N.A.
14DJN5416O,MATUTINO,JOSE JOAQUIN FERNANDEZ DE LIZARDI,CONOCIDO,246,PUERTA DE ACAHUALES,0,0,93,TEPATITLAN DE MORELOS,FEDERALIZADO,PREESCOLAR,GENERAL,N.A.,N.A.,N.A.,N.A.
14DJN5417N,MATUTINO,JUAN DE DIOS PEZA,CONOCIDO,305,LOS SAUCES,0,0,93,TEPATITLAN DE MORELOS,FEDERALIZADO,PREESCOLAR,GENERAL,N.A.,N.A.,N.A.,N.A.
14DJN5418M,MATUTINO,JUAN RUIZ ALARCON,CONOCIDO,143,LA TIJERA,0,0,48,JESUS MARIA,FEDERALIZADO,PREESCOLAR,GENERAL,N.A.,N.A.,N.A.,N.A.
14DJN5419L,MATUTINO,NIÑOS HEROES,ITURBIDE 1,7,EL CAMICHIN,0,0,106,TUXCACUESCO,FEDERALIZADO,PREESCOLAR,GENERAL,N.A.,N.A.,N.A.,N.A.
14DJN5422Z,MATUTINO,SOR JUANA INES DE LA CRUZ,CONOCIDO,97,LA TINAJERA,0,0,33,DEGOLLADO,FEDERALIZADO,PREESCOLAR,GENERAL,N.A.,N.A.,N.A.,N.A.
14DJN5424X,MATUTINO,VICENTE SUAREZ,CONOCIDO,71,RANCHO NUEVO (RANCHO VIEJO),0,0,33,DEGOLLADO,FEDERALIZADO,PREESCOLAR,GENERAL,N.A.,N.A.,N.A.,N.A.
14DJN5429S,MATUTINO,MIGUEL HIDALGO,NIÑOS HEROES 80,98,VALLE DE MAJAHUAS (EL POBLADO),0,0,100,TOMATLAN,FEDERALIZADO,PREESCOLAR,GENERAL,N.A.,N.A.,N.A.,N.A.
14DJN5431G,MATUTINO,JAIME NUNO,JORGE VIRGEN SERRANO 14,13,LOS PARAJES,0,0,24,COCULA,FEDERALIZADO,PREESCOLAR,GENERAL,N.A.,N.A.,N.A.,N.A.
14DJN5432F,MATUTINO,SOR JUANA INES DE LA CRUZ,CONOCIDO,4,LO DE GUEVARA (LA LOMA),0,0,55,MAGDALENA,FEDERALIZADO,PREESCOLAR,GENERAL,N.A.,N.A.,N.A.,N.A.
14DJN5438Z,MATUTINO,VICENTE GUERRERO,CONOCIDO,17,LAZARO CARDENAS,0,0,22,CIHUATLAN,FEDERALIZADO,PREESCOLAR,GENERAL,N.A.,N.A.,N.A.,N.A.
14DJN5440O,MATUTINO,BENITO JUAREZ,CARRETERA A OCOTE DE NUÑO,307,LA CRUZ,0,0,124,ZAPOTLANEJO,FEDERALIZADO,PREESCOLAR,GENERAL,N.A.,N.A.,N.A.,N.A.
14DJN5442M,MATUTINO,CUAUHTEMOC,CONOCIDO,247,SAN ROMAN,0,0,124,ZAPOTLANEJO,FEDERALIZADO,PREESCOLAR,GENERAL,N.A.,N.A.,N.A.,N.A.
14DJN5443L,MATUTINO,JOSE ROSAS MORENO,CONOCIDO,58,CUCHILLAS,0,0,124,ZAPOTLANEJO,FEDERALIZADO,PREESCOLAR,GENERAL,N.A.,N.A.,N.A.,N.A.
14DJN5448G,MATUTINO,CARMEN TORRES VELIZ,MIGUEL HIDALGO 5,68,SAN NICOLAS DE LAS FLORES (SAN NICOLAS),0,0,46,JALOSTOTITLAN,FEDERALIZADO,PREESCOLAR,GENERAL,N.A.,N.A.,N.A.,N.A.
14DJN5452T,MATUTINO,GABRIELA MISTRAL,CONOCIDO,161,LAS PALOMAS,0,0,53,LAGOS DE MORENO,FEDERALIZADO,PREESCOLAR,GENERAL,N.A.,N.A.,N.A.,N.A.
14EJN0001H,MATUTINO,RAMON GARCIA RUIZ,MINA AMPARO 222,1,GUADALAJARA,9367,INDUSTRIAL,39,GUADALAJARA,ESTATAL,PREESCOLAR,GENERAL,N.A.,N.A.,N.A.,N.A.
14EJN0002G,MATUTINO,MANUEL AVILA CAMACHO,PRISCILIANO SANCHEZ 137,1,SAYULA,0,0,82,SAYULA,ESTATAL,PREESCOLAR,GENERAL,N.A.,N.A.,N.A.,N.A.
14EJN0003F,MATUTINO,JARDIN DE NIÑOS 56,JUAREZ 76,3,ATOTONILQUILLO,0,0,30,CHAPALA,ESTATAL,PREESCOLAR,GENERAL,N.A.,N.A.,N.A.,N.A.
14EJN0004E,MATUTINO,NARCISO MICHEL ZAMORA,VALLARTA 19,1,EL LIMON,0,0,54,EL LIMON,ESTATAL,PREESCOLAR,GENERAL,N.A.,N.A.,N.A.,N.A.
14EJN0005D,MATUTINO,MANUEL LOPEZ COTILLA,JERONIMO TREVIÑO 3848,1,GUADALAJARA,9345,LOPEZ PORTILLO,39,GUADALAJARA,ESTATAL,PREESCOLAR,GENERAL,N.A.,N.A.,N.A.,N.A.
14EJN0006C,MATUTINO,MARIA EVER GONZALEZ VALLEJO,LIBERTAD ORIENTE 31,1,CAÑADAS DE OBREGON,0,0,117,CAÑADAS DE OBREGON,ESTATAL,PREESCOLAR,GENERAL,N.A.,N.A.,N.A.,N.A.
14EJN0007B,MATUTINO,JESUS REYES HEROLES,CIRCUNVALACION MEDAS 314,1,ZAPOPAN,9008,ALTAMIRA,120,ZAPOPAN,ESTATAL,PREESCOLAR,GENERAL,N.A.,N.A.,N.A.,N.A.
14EJN0008A,MATUTINO,JOSE CLEMENTE OROZCO,ROGELIO BACON 1775,1,GUADALAJARA,9361,INDEPENDENCIA,39,GUADALAJARA,ESTATAL,PREESCOLAR,GENERAL,N.A.,N.A.,N.A.,N.A.
14EJN0009Z,MATUTINO,VICENTE GUERRERO,MEZA DEL CENTRO 1135,1,GUADALAJARA,9337,VILLA VICENTE GUERRERO,39,GUADALAJARA,ESTATAL,PREESCOLAR,GENERAL,N.A.,N.A.,N.A.,N.A.
14EJN0010P,MATUTINO,BENITO JUAREZ,SALVADOR ALLENDE 220,1,EL ARENAL,0,0,9,EL ARENAL,ESTATAL,PREESCOLAR,GENERAL,N.A.,N.A.,N.A.,N.A.
14EJN0011O,MATUTINO,MARIA C BANCALARI,GONZALEZ PEÑA 835,1,TLAQUEPAQUE,9051,LINDA VISTA,98,SAN PEDRO TLAQUEPAQUE,ESTATAL,PREESCOLAR,GENERAL,N.A.,N.A.,N.A.,N.A.
14EJN0012N,MATUTINO,CUAUHTEMOC,RETORNO LOMA PIHUAMO 7856,1,TONALA,9063,LOMA DORADA,101,TONALA,ESTATAL,PREESCOLAR,GENERAL,N.A.,N.A.,N.A.,N.A.
14EJN0013M,MATUTINO,RAMON GARCIA RUIZ,MOCTEZUMA 5510,1,ZAPOPAN,9065,NUEVA PRIMAVERA,120,ZAPOPAN,ESTATAL,PREESCOLAR,GENERAL,N.A.,N.A.,N.A.,N.A.
14EJN0014L,MATUTINO,ANTONIA MUÑOZ MONTES,RIO MASCOTA 1966,1,GUADALAJARA,9358,ATLAS,39,GUADALAJARA,ESTATAL,PREESCOLAR,GENERAL,N.A.,N.A.,N.A.,N.A.
14EJN0015K,MATUTINO,CRISTY MARTINEZ DE COSIO,PEDRO GALEANA 173,1,SAN JUAN DE LOS LAGOS,9026,EL PLAN,73,SAN JUAN DE LOS LAGOS,ESTATAL,PREESCOLAR,GENERAL,N.A.,N.A.,N.A.,N.A.
14EJN0016J,MATUTINO,QUETZALLI,RIO TAPACHULA 2725,1,GUADALAJARA,9046,EL ROSARIO,39,GUADALAJARA,ESTATAL,PREESCOLAR,GENERAL,N.A.,N.A.,N.A.,N.A.
14EJN0017I,MATUTINO,ALEJANDRA RODRIGUEZ MONTAÑEZ,ALFREDO R PLASCENCIA 129,1,JALOSTOTITLAN,0,0,46,JALOSTOTITLAN,ESTATAL,PREESCOLAR,GENERAL,N.A.,N.A.,N.A.,N.A.
14EJN0018H,MATUTINO,RAMON CORONA,CAMPO MILITAR 15 A,134,LA MOJONERA,0,0,120,ZAPOPAN,ESTATAL,PREESCOLAR,GENERAL,N.A.,N.A.,N.A.,N.A.
14EJN0019G,CONTINUO (TIEMPO COMPLETO),21 DE MARZO,ARGENTINA 198,1,PUERTO VALLARTA,9077,5 DE DICIEMBRE,67,PUERTO VALLARTA,ESTATAL,PREESCOLAR,GENERAL,N.A.,N.A.,N.A.,N.A.
14EJN0020W,MATUTINO,ENRIQUETA CAMARILLO DE PEREYRA,HACIENDA CEDROS 2020,1,GUADALAJARA,9016,BALCONES DE OBLATOS,39,GUADALAJARA,ESTATAL,PREESCOLAR,GENERAL,N.A.,N.A.,N.A.,N.A.
14EJN0022U,MATUTINO,AIDA ELIZONDO DE GIL PRECIADO,JUAREZ 98,1,AMECA,9000,AMECA (ZONA CENTRO),6,AMECA,ESTATAL,PREESCOLAR,GENERAL,N.A.,N.A.,N.A.,N.A.
14EJN0023T,MATUTINO,ROSARIO CASTELLANOS,ORQUESTA 320,1,GUADALAJARA,9019,GUADALAJARA ORIENTE,39,GUADALAJARA,ESTATAL,PREESCOLAR,GENERAL,N.A.,N.A.,N.A.,N.A.
14EJN0024S,MATUTINO,AMADO NERVO,ANAHUAC 31,1,TALPA DE ALLENDE,0,0,84,TALPA DE ALLENDE,ESTATAL,PREESCOLAR,GENERAL,N.A.,N.A.,N.A.,N.A.
14EJN0025R,MATUTINO,ELISA CASTILLO,VIDRIO 90,1,GUADALAJARA,9368,MODERNA,39,GUADALAJARA,ESTATAL,PREESCOLAR,GENERAL,N.A.,N.A.,N.A.,N.A.
14EJN0026Q,MATUTINO,ENGRACIA HERRERA,MARIANO BARCENAS 1139,1,GUADALAJARA,0,0,39,GUADALAJARA,ESTATAL,PREESCOLAR,GENERAL,N.A.,N.A.,N.A.,N.A.
14EJN0028O,MATUTINO,AURORA MACIAS MIRANDA,AVENIDA FEDERALISMO 1555,1,GUADALAJARA,9047,MEZQUITAN,39,GUADALAJARA,ESTATAL,PREESCOLAR,GENERAL,N.A.,N.A.,N.A.,N.A.
14EJN0029N,MATUTINO,MODELO,CUITLAHUAC 467,1,GUADALAJARA,9435,ANALCO,39,GUADALAJARA,ESTATAL,PREESCOLAR,GENERAL,N.A.,N.A.,N.A.,N.A.
14EJN0030C,MATUTINO,BENITO JUAREZ,NICOLAS REGULES 140,1,GUADALAJARA,9179,MEXICALTZINGO,39,GUADALAJARA,ESTATAL,PREESCOLAR,GENERAL,N.A.,N.A.,N.A.,N.A.
14EJN0031B,MATUTINO,AGUSTIN RIVERA Y SANROMAN,AGUSTIN RIVERA 921,1,GUADALAJARA,9055,EL RETIRO,39,GUADALAJARA,ESTATAL,PREESCOLAR,GENERAL,N.A.,N.A.,N.A.,N.A.
14EJN0032A,MATUTINO,IRENE ROBLEDO GARCIA,ALFREDO R PLASCENCIA 221,1,GUADALAJARA,9424,LADRON DE GUEVARA,39,GUADALAJARA,ESTATAL,PREESCOLAR,GENERAL,N.A.,N.A.,N.A.,N.A.
14EJN0033Z,MATUTINO,ESTEBAN ALATORRE,ESTEBAN ALATORRE 3030,1,GUADALAJARA,9120,LIBERTAD,39,GUADALAJARA,ESTATAL,PREESCOLAR,GENERAL,N.A.,N.A.,N.A.,N.A.
14EJN0034Z,MATUTINO,LUCIA SAHAGUN GARIBAY,ARISTA 2180,1,GUADALAJARA,9424,LADRON DE GUEVARA,39,GUADALAJARA,ESTATAL,PREESCOLAR,GENERAL,N.A.,N.A.,N.A.,N.A.
14EJN0035Y,MATUTINO,MARIA EMILIA GUTIERREZ ACOSTA,6 DE DICIEMBRE 63,1,GUADALAJARA,9047,MEZQUITAN,39,GUADALAJARA,ESTATAL,PREESCOLAR,GENERAL,N.A.,N.A.,N.A.,N.A.
14EJN0037W,MATUTINO,SILVIA RAMIREZ RAMIREZ,GONZALEZ ORTEGA 319,1,GUADALAJARA,9000,GUADALAJARA (ZONA CENTRO),39,GUADALAJARA,ESTATAL,PREESCOLAR,GENERAL,N.A.,N.A.,N.A.,N.A.
14EJN0038V,MATUTINO,ALEJA CAMARENA,AVENIDA CENTRO MEDICO 200,1,GUADALAJARA,9361,INDEPENDENCIA,39,GUADALAJARA,ESTATAL,PREESCOLAR,GENERAL,N.A.,N.A.,N.A.,N.A.
14EJN0039U,MATUTINO,ROTARIO,RAMON ALCORTA 2117,1,GUADALAJARA,9334,LOMAS DE POLANCO,39,GUADALAJARA,ESTATAL,PREESCOLAR,GENERAL,N.A.,N.A.,N.A.,N.A.
14EJN0040J,MATUTINO,PABLO CASALS,PUERTO ENSENADA 627,1,GUADALAJARA,9025,CIRCUNVALACION BELISARIO,39,GUADALAJARA,ESTATAL,PREESCOLAR,GENERAL,N.A.,N.A.,N.A.,N.A.
14EJN0041I,MATUTINO,PABLO CASALS,MALECON 544,1,GUADALAJARA,9363,BENITO JUAREZ,39,GUADALAJARA,ESTATAL,PREESCOLAR,GENERAL,N.A.,N.A.,N.A.,N.A.
14EJN0042H,MATUTINO,PAZ CAMARENA,FRANCISCO I MADERO 190,1,ARANDAS,0,0,8,ARANDAS,ESTATAL,PREESCOLAR,GENERAL,N.A.,N.A.,N.A.,N.A.
14EJN0043G,MATUTINO,CELSO VIZCAINO,PRISCILIANO SANCHEZ 76,1,SAYULA,9000,SAYULA (ZONA CENTRO),82,SAYULA,ESTATAL,PREESCOLAR,GENERAL,N.A.,N.A.,N.A.,N.A.
14EJN0044F,MATUTINO,TOMAS ESCOBEDO,PLATON 1871,1,GUADALAJARA,9361,INDEPENDENCIA,39,GUADALAJARA,ESTATAL,PREESCOLAR,GENERAL,N.A.,N.A.,N.A.,N.A.
14EJN0045E,MATUTINO,JAIME NUNO,SIERRA DE MAPIMI,1,GUADALAJARA,9425,INFONAVIT ESTADIO,39,GUADALAJARA,ESTATAL,PREESCOLAR,GENERAL,N.A.,N.A.,N.A.,N.A.
14EJN0046D,MATUTINO,VALENTIN GOMEZ FARIAS,PRESA ESTRIBON 760,1,GUADALAJARA,9012,SAN JOAQUIN,39,GUADALAJARA,ESTATAL,PREESCOLAR,GENERAL,N.A.,N.A.,N.A.,N.A.
14EJN0047C,MATUTINO,AGUSTIN YAÑEZ,HACIENDA DE LA ERRE,1,GUADALAJARA,9027,TETLAN RIO VERDE,39,GUADALAJARA,ESTATAL,PREESCOLAR,GENERAL,N.A.,N.A.,N.A.,N.A.
14EJN0048B,MATUTINO,JOSE VASCONCELOS,20 DE MAYO,13,LAS PINTAS,0,0,70,EL SALTO,ESTATAL,PREESCOLAR,GENERAL,N.A.,N.A.,N.A.,N.A.
14EJN0049A,MATUTINO,AURELIA LADRON DE GUEVARA,GUADALUPE VICTORIA 414,1,GUADALAJARA,9435,ANALCO,39,GUADALAJARA,ESTATAL,PREESCOLAR,GENERAL,N.A.,N.A.,N.A.,N.A.
14EJN0050Q,MATUTINO,OCTAVIO PAZ LOZANO,FEDERACION 301,1,GUADALAJARA,9069,LA PERLA,39,GUADALAJARA,ESTATAL,PREESCOLAR,GENERAL,N.A.,N.A.,N.A.,N.A.
14EJN0051P,MATUTINO,20 DE NOVIEMBRE,SAN FELIPE 2,1,GUADALAJARA,9000,GUADALAJARA (ZONA CENTRO),39,GUADALAJARA,ESTATAL,PREESCOLAR,GENERAL,N.A.,N.A.,N.A.,N.A.
14EJN0052O,MATUTINO,MANUEL MARTINEZ VALADEZ,AVENIDA ALVARO OBREGON 658,1,GUADALAJARA,9417,OBLATOS,39,GUADALAJARA,ESTATAL,PREESCOLAR,GENERAL,N.A.,N.A.,N.A.,N.A.
14EJN0053N,MATUTINO,NARCISO MENDOZA,AVENIDA COLON 1903,1,GUADALAJARA,9366,MORELOS,39,GUADALAJARA,ESTATAL,PREESCOLAR,GENERAL,N.A.,N.A.,N.A.,N.A.
14EJN0054M,MATUTINO,SALVADOR GALVEZ GUTIERREZ,AVENIDA PROLONGACION ALCALDE 1140,1,GUADALAJARA,9087,MIRAFLORES,39,GUADALAJARA,ESTATAL,PREESCOLAR,GENERAL,N.A.,N.A.,N.A.,N.A.
14EJN0055L,MATUTINO,ROSAURA ZAPATA CANO,GOBERNADOR CURIEL,1,GUADALAJARA,9015,UNIDAD CLEMENTE OROZCO,39,GUADALAJARA,ESTATAL,PREESCOLAR,GENERAL,N.A.,N.A.,N.A.,N.A.
14EJN0056K,MATUTINO,MARIA DE LA LUZ LIMAS IZQUIERDO,JUAN MANUEL 1328,1,GUADALAJARA,9068,VILLASEÑOR,39,GUADALAJARA,ESTATAL,PREESCOLAR,GENERAL,N.A.,N.A.,N.A.,N.A.
14EJN0058I,MATUTINO,LUCIO BLANCO,28 DE ENERO 531,1,GUADALAJARA,9435,ANALCO,39,GUADALAJARA,ESTATAL,PREESCOLAR,GENERAL,N.A.,N.A.,N.A.,N.A.
14EJN0059H,MATUTINO,BELISARIO DOMINGUEZ,ABASOLO,1,VILLA PURIFICACION,0,0,68,VILLA PURIFICACION,ESTATAL,PREESCOLAR,GENERAL,N.A.,N.A.,N.A.,N.A.
14EJN0060X,MATUTINO,EVA SAMANO,ENCINO 295,1,LAGOS DE MORENO,9088,LOMAS DEL VALLE,53,LAGOS DE MORENO,ESTATAL,PREESCOLAR,GENERAL,N.A.,N.A.,N.A.,N.A.
14EJN0061W,MATUTINO,MA GUADALUPE EVELINA COSIO VIDAURRI,HORTENCIA 884,1,ZAPOPAN,9100,AGRICOLA,120,ZAPOPAN,ESTATAL,PREESCOLAR,GENERAL,N.A.,N.A.,N.A.,N.A.
14EJN0062V,MATUTINO,AURORA SANCHEZ GUTIERREZ,MILLET 503,1,ZAPOPAN,9017,LA ESTANCIA,120,ZAPOPAN,ESTATAL,PREESCOLAR,GENERAL,N.A.,N.A.,N.A.,N.A.
14EJN0063U,MATUTINO,CONCHITA BECERRA,JOSE MARIA MARTINEZ 1006,1,TAMAZULA DE GORDIANO,0,0,85,TAMAZULA DE GORDIANO,ESTATAL,PREESCOLAR,GENERAL,N.A.,N.A.,N.A.,N.A.
14EJN0064T,MATUTINO,MANUEL LOPEZ COTILLA,PROLONGACION NERI,1,TEOCUITATLAN DE CORONA,0,0,92,TEOCUITATLAN DE CORONA,ESTATAL,PREESCOLAR,GENERAL,N.A.,N.A.,N.A.,N.A.
14EJN0065S,MATUTINO,VALENTIN GOMEZ FARIAS,1RO DE MAYO,1,TALA,0,0,83,TALA,ESTATAL,PREESCOLAR,GENERAL,N.A.,N.A.,N.A.,N.A.
14EJN0066R,MATUTINO,LAZARO CARDENAS,MATAMOROS 11,20,SANTA CRUZ DE LAS FLORES,0,0,77,SAN MARTIN HIDALGO,ESTATAL,PREESCOLAR,GENERAL,N.A.,N.A.,N.A.,N.A.
14EJN0067Q,MATUTINO,JOSE CLEMENTE OROZCO,LAURA MENDEZ 3770,1,GUADALAJARA,9410,BALCONES DEL CUATRO,39,GUADALAJARA,ESTATAL,PREESCOLAR,GENERAL,N.A.,N.A.,N.A.,N.A.
14EJN0069O,MATUTINO,NIÑOS HEROES,MIGUEL MARTINEZ 546,1,CHAPALA,0,0,30,CHAPALA,ESTATAL,PREESCOLAR,GENERAL,N.A.,N.A.,N.A.,N.A.
14EJN0070D,MATUTINO,MA REFUGIO PACHECO DE LOPEZ PORTILLO,GIRASOLES 120,1,ZAPOPAN,9035,LOS GIRASOLES,120,ZAPOPAN,ESTATAL,PREESCOLAR,GENERAL,N.A.,N.A.,N.A.,N.A.
14EJN0071C,MATUTINO,JUAN ESCUTIA,JUAN ESCUTIA 59,1,AMECA,9035,NIÑOS HEROES,6,AMECA,ESTATAL,PREESCOLAR,GENERAL,N.A.,N.A.,N.A.,N.A.
14EJN0072B,MATUTINO,NIÑO ARTILLERO,JUAN GIL PRECIADO 35,1,AHUALULCO DE MERCADO,6005,LA CIENEGA,3,AHUALULCO DE MERCADO,ESTATAL,PREESCOLAR,GENERAL,N.A.,N.A.,N.A.,N.A.
14EJN0073A,MATUTINO,JUAN RULFO,HERRERA Y CAIRO 30,1,JUANACATLAN,0,0,51,JUANACATLAN,ESTATAL,PREESCOLAR,GENERAL,N.A.,N.A.,N.A.,N.A.
14EJN0074Z,MATUTINO,AMPARO MARTINEZ,PRIVADA AMPARO MARTINEZ 8,1,AMECA,0,0,6,AMECA,ESTATAL,PREESCOLAR,GENERAL,N.A.,N.A.,N.A.,N.A.
14EJN0075Z,MATUTINO,SOR JUANA INES DE LA CRUZ,HERNANDEZ 399,1,ARANDAS,0,0,8,ARANDAS,ESTATAL,PREESCOLAR,GENERAL,N.A.,N.A.,N.A.,N.A.
14EJN0076Y,MATUTINO,CONCHITA MONTES CUEVAS,JOSEFA ORTIZ DE DOMINGUEZ 18,1,TENAMAXTLAN,0,0,90,TENAMAXTLAN,ESTATAL,PREESCOLAR,GENERAL,N.A.,N.A.,N.A.,N.A.
14EJN0077X,MATUTINO,SOR JUANA INES DE LA CRUZ,RAMON CORONA,1,ZAPOPAN,6104,JOCOTAN,120,ZAPOPAN,ESTATAL,PREESCOLAR,GENERAL,N.A.,N.A.,N.A.,N.A.
14EJN0078W,CONTINUO (TIEMPO COMPLETO),IRMA RAQUEL ARIAS LINO,VEGA,1,ZAPOPAN,6007,LAS ARBOLEDAS,120,ZAPOPAN,ESTATAL,PREESCOLAR,GENERAL,N.A.,N.A.,N.A.,N.A.
14EJN0080K,MATUTINO,SOLEDAD ANAYA SOLORZANO,FELIX CERVANTES 1406,1,TLAQUEPAQUE,9075,RESIDENCIAL LA SOLEDAD,98,SAN PEDRO TLAQUEPAQUE,ESTATAL,PREESCOLAR,GENERAL,N.A.,N.A.,N.A.,N.A.
14EJN0082I,MATUTINO,JARDIN DE NIÑOS 65,EMILIANO ZAPATA 440,1,TLAQUEPAQUE,9026,JARDINES DE LA PAZ,98,SAN PEDRO TLAQUEPAQUE,ESTATAL,PREESCOLAR,GENERAL,N.A.,N.A.,N.A.,N.A.
14EJN0083H,MATUTINO,RAMON GARCIA RUIZ,HELIODORO TRUJILLO 4,1,CIHUATLAN,0,0,22,CIHUATLAN,ESTATAL,PREESCOLAR,GENERAL,N.A.,N.A.,N.A.,N.A.
14EJN0084G,MATUTINO,JOSE MARTI,ORQUESTA 1526,1,GUADALAJARA,9019,GUADALAJARA ORIENTE,39,GUADALAJARA,ESTATAL,PREESCOLAR,GENERAL,N.A.,N.A.,N.A.,N.A.
14EJN0085F,MATUTINO,JUSTO SIERRA,GRUA,1,TLAQUEPAQUE,9054,ALAMO INDUSTRIAL,98,SAN PEDRO TLAQUEPAQUE,ESTATAL,PREESCOLAR,GENERAL,N.A.,N.A.,N.A.,N.A.
14EJN0086E,MATUTINO,CESARINA GAONA RUIZ,TLATELOLCO 77,1,ZAPOPAN,9081,LAS FUENTES,120,ZAPOPAN,ESTATAL,PREESCOLAR,GENERAL,N.A.,N.A.,N.A.,N.A.
14EJN0087D,MATUTINO,AURELIA LADRON DE GUEVARA,SAN PEDRO 3181,1,ZAPOPAN,9035,LOS GIRASOLES,120,ZAPOPAN,ESTATAL,PREESCOLAR,GENERAL,N.A.,N.A.,N.A.,N.A.
14EJN0088C,MATUTINO,FRANCISCO MEDINA ASCENCIO,AGUSTIN MELGAR,1,TLAQUEPAQUE,9006,LAS JUNTAS,98,SAN PEDRO TLAQUEPAQUE,ESTATAL,PREESCOLAR,GENERAL,N.A.,N.A.,N.A.,N.A.
14EJN0089B,MATUTINO,MARGARITA MAZA DE JUAREZ,RIO REFORMA 533,1,GUADALAJARA,9180,LOMAS DE SAN PEDRO,39,GUADALAJARA,ESTATAL,PREESCOLAR,GENERAL,N.A.,N.A.,N.A.,N.A.
14EJN0091Q,MATUTINO,LOPEZ COTILLA,PASEO RAMON CORONA 35,1,CHAPALA,9000,CHAPALA (ZONA CENTRO),30,CHAPALA,ESTATAL,PREESCOLAR,GENERAL,N.A.,N.A.,N.A.,N.A.
